name,type,n_anthropic/claude-sonnet-4.5,n_deepseek/deepseek-v3.1-terminus,n_google/gemini-2.5-flash,n_meta-llama/llama-4-maverick,n_openai/gpt-5-mini,pooled_count,llm_freq,human_freq,lift,lift_ci_low,lift_ci_high,n_models,unstable
Pablo,first,0,0,0,0,1,1,0.00100,1.575e-04,6.4,1.1,35.8,1,1
Eliza,first,0,1,0,0,0,1,0.00100,1.575e-04,6.3,1.1,35.8,1,1
Hawkins,surname,0,0,0,1,2,3,0.00300,4.735e-04,6.3,2.2,18.5,2,1
Eli,first,1,1,0,0,1,3,0.00300,4.765e-04,6.3,2.1,18.4,3,1
Declan,first,1,0,0,0,0,1,0.00100,1.677e-04,6.0,1.1,33.7,1,1
Martha,first,2,0,2,0,0,4,0.00400,6.757e-04,5.9,2.3,15.2,2,1
Rowan,first,0,0,0,0,1,1,0.00100,1.726e-04,5.8,1.0,32.7,1,1
Atkins,surname,0,0,1,0,0,1,0.00100,1.751e-04,5.7,1.0,32.2,1,1
Edgar,first,0,0,1,1,0,2,0.00200,3.503e-04,5.7,1.6,20.7,2,1
Marion,first,1,0,0,0,0,1,0.00100,1.756e-04,5.7,1.0,32.1,1,1
Walsh,surname,2,0,0,0,0,2,0.00200,3.560e-04,5.6,1.5,20.4,1,1
Claudia,first,2,0,0,0,0,2,0.00200,3.575e-04,5.6,1.5,20.3,1,1
Mike,first,0,0,0,0,3,3,0.00300,5.489e-04,5.5,1.9,16.0,1,1
Monroe,surname,0,0,0,0,1,1,0.00100,1.868e-04,5.4,0.9,30.2,1,1
Alexandria,first,2,0,0,0,0,2,0.00200,3.836e-04,5.2,1.4,18.9,1,1
Vivian,first,1,0,0,0,1,2,0.00200,3.870e-04,5.2,1.4,18.8,2,1
Wilkins,surname,0,0,0,0,1,1,0.00100,1.987e-04,5.0,0.9,28.4,1,1
Nash,surname,0,0,0,0,1,1,0.00100,1.989e-04,5.0,0.9,28.4,1,1
Henry,first,0,0,0,6,0,6,0.00600,1.223e-03,4.9,2.3,10.7,1,1
Marsh,surname,1,0,0,0,0,1,0.00100,2.111e-04,4.7,0.8,26.7,1,1
Cora,first,0,1,0,0,0,1,0.00100,2.132e-04,4.7,0.8,26.5,1,1
Kent,first,0,0,0,0,1,1,0.00100,2.149e-04,4.7,0.8,26.3,1,1
Wright,surname,0,0,0,6,1,7,0.00700,1.555e-03,4.5,2.2,9.2,2,1
Kim,surname,1,0,0,1,2,4,0.00400,8.889e-04,4.5,1.8,11.5,3,1
Evelyn,first,1,0,1,1,1,4,0.00400,9.027e-04,4.4,1.7,11.3,4,1
Maxwell,surname,0,0,1,0,0,1,0.00100,2.303e-04,4.3,0.8,24.5,1,1
Santos,surname,0,0,0,0,2,2,0.00200,4.650e-04,4.3,1.2,15.6,1,1
Hansen,surname,0,0,0,0,2,2,0.00200,4.675e-04,4.3,1.2,15.5,1,1
Reed,surname,0,0,0,0,4,4,0.00400,9.386e-04,4.3,1.7,10.9,1,1
Francisco,first,0,0,0,0,2,2,0.00200,4.731e-04,4.2,1.2,15.4,1,1
Rowe,surname,0,0,0,0,1,1,0.00100,2.368e-04,4.2,0.7,23.8,1,1
Ezra,first,0,0,0,1,0,1,0.00100,2.451e-04,4.1,0.7,23.0,1,1
Blake,surname,1,0,0,0,0,1,0.00100,2.500e-04,4.0,0.7,22.6,1,1
Gill,surname,1,0,0,0,0,1,0.00100,2.539e-04,3.9,0.7,22.2,1,1
Sandy,first,0,0,0,0,1,1,0.00100,2.539e-04,3.9,0.7,22.2,1,1
Warren,surname,0,0,0,2,0,2,0.00200,5.155e-04,3.9,1.1,14.1,1,1
Violet,first,1,0,0,0,0,1,0.00100,2.582e-04,3.9,0.7,21.9,1,1
Bernard,first,1,0,0,0,0,1,0.00100,2.595e-04,3.9,0.7,21.7,1,1
Chan,surname,1,0,0,0,0,1,0.00100,2.598e-04,3.8,0.7,21.7,1,1
Mitchell,surname,1,0,0,3,1,5,0.00500,1.303e-03,3.8,1.6,8.9,3,1
Harris,surname,0,0,0,4,4,8,0.00800,2.115e-03,3.8,1.9,7.4,2,1
Klein,surname,0,0,0,0,1,1,0.00100,2.760e-04,3.6,0.6,20.4,1,1
Ellie,first,0,1,0,0,0,1,0.00100,2.769e-04,3.6,0.6,20.4,1,1
Reeves,surname,1,0,0,0,0,1,0.00100,2.778e-04,3.6,0.6,20.3,1,1
McCarthy,surname,0,0,0,0,1,1,0.00100,2.811e-04,3.6,0.6,20.1,1,1
Thomas,first,4,1,12,2,1,20,0.02000,5.674e-03,3.5,2.3,5.4,5,0
Isabelle,first,0,1,0,0,0,1,0.00100,2.839e-04,3.5,0.6,19.9,1,1
Brooks,surname,0,0,0,0,3,3,0.00300,8.527e-04,3.5,1.2,10.3,1,1
Hudson,first,0,0,0,1,0,1,0.00100,2.850e-04,3.5,0.6,19.8,1,1
Graves,surname,1,0,0,0,0,1,0.00100,2.852e-04,3.5,0.6,19.8,1,1
Maria,first,2,0,1,1,2,6,0.00600,1.752e-03,3.4,1.6,7.4,4,1
Marcia,first,1,0,0,0,0,1,0.00100,2.975e-04,3.4,0.6,19.0,1,1
Wells,surname,0,0,0,0,2,2,0.00200,5.971e-04,3.3,0.9,12.2,1,1
Jenny,first,0,1,0,0,0,1,0.00100,3.173e-04,3.2,0.6,17.8,1,1
Caldwell,surname,1,0,0,0,0,1,0.00100,3.183e-04,3.1,0.6,17.7,1,1
Penny,first,0,0,1,0,0,1,0.00100,3.227e-04,3.1,0.5,17.5,1,1
Vincent,first,3,0,0,0,0,3,0.00300,9.892e-04,3.0,1.0,8.9,1,1
Keller,surname,0,0,0,0,1,1,0.00100,3.330e-04,3.0,0.5,16.9,1,1
Cortez,surname,0,0,0,0,1,1,0.00100,3.446e-04,2.9,0.5,16.4,1,1
Diane,first,4,0,0,0,0,4,0.00400,1.426e-03,2.8,1.1,7.2,1,1
Joanna,first,0,0,0,0,1,1,0.00100,3.611e-04,2.8,0.5,15.6,1,1
Park,surname,1,0,0,0,0,1,0.00100,3.615e-04,2.8,0.5,15.6,1,1
Yolanda,first,1,0,0,0,0,1,0.00100,3.663e-04,2.7,0.5,15.4,1,1
Abigail,first,0,0,0,2,2,4,0.00400,1.469e-03,2.7,1.1,7.0,2,1
Henderson,surname,0,0,2,0,0,2,0.00200,7.400e-04,2.7,0.7,9.8,1,1
Bethany,first,1,0,0,0,0,1,0.00100,3.776e-04,2.6,0.5,14.9,1,1
Javier,first,0,0,0,1,0,1,0.00100,3.846e-04,2.6,0.5,14.7,1,1
James,first,13,0,0,8,8,29,0.02900,1.116e-02,2.6,1.8,3.7,3,0
Jensen,surname,0,0,0,1,0,1,0.00100,3.919e-04,2.6,0.5,14.4,1,1
Vega,surname,0,1,0,0,0,1,0.00100,3.953e-04,2.5,0.4,14.3,1,1
Mark,first,0,2,8,0,2,12,0.01200,4.950e-03,2.4,1.4,4.2,3,0
Harper,surname,0,0,0,0,1,1,0.00100,4.217e-04,2.4,0.4,13.4,1,1
Carter,surname,0,3,0,0,0,3,0.00300,1.277e-03,2.3,0.8,6.9,1,1
Ethan,first,1,0,2,1,0,4,0.00400,1.714e-03,2.3,0.9,6.0,3,1
Ortega,surname,0,0,0,0,1,1,0.00100,4.312e-04,2.3,0.4,13.1,1,1
Brooklyn,first,0,0,0,0,1,1,0.00100,4.312e-04,2.3,0.4,13.1,1,1
Hoffman,surname,1,0,0,0,0,1,0.00100,4.452e-04,2.2,0.4,12.7,1,1
Derek,first,1,0,1,0,0,2,0.00200,8.966e-04,2.2,0.6,8.1,2,1
Lane,surname,0,0,0,1,0,1,0.00100,4.548e-04,2.2,0.4,12.4,1,1
Eugene,first,0,0,0,0,1,1,0.00100,4.553e-04,2.2,0.4,12.4,1,1
Carson,first,0,0,0,0,1,1,0.00100,4.593e-04,2.2,0.4,12.3,1,1
Ryan,first,0,0,0,7,1,8,0.00800,3.721e-03,2.2,1.1,4.2,2,1
Eddie,first,1,0,0,0,0,1,0.00100,4.662e-04,2.1,0.4,12.1,1,1
Lydia,first,0,1,0,0,0,1,0.00100,4.764e-04,2.1,0.4,11.8,1,1
Colin,first,1,0,0,0,0,1,0.00100,4.824e-04,2.1,0.4,11.7,1,1
Edwin,first,0,0,0,0,1,1,0.00100,4.898e-04,2.0,0.4,11.5,1,1
Autumn,first,1,0,0,0,0,1,0.00100,5.007e-04,2.0,0.4,11.3,1,1
Helen,first,0,1,0,0,0,1,0.00100,5.094e-04,2.0,0.3,11.1,1,1
Mario,first,0,0,0,0,1,1,0.00100,5.131e-04,1.9,0.3,11.0,1,1
Mills,surname,0,0,0,0,1,1,0.00100,5.148e-04,1.9,0.3,11.0,1,1
Stone,surname,0,0,0,0,1,1,0.00100,5.195e-04,1.9,0.3,10.9,1,1
Wagner,surname,0,0,0,0,1,1,0.00100,5.279e-04,1.9,0.3,10.7,1,1
Beth,first,0,0,1,0,0,1,0.00100,5.451e-04,1.8,0.3,10.4,1,1
Simpson,surname,0,0,0,0,1,1,0.00100,5.529e-04,1.8,0.3,10.2,1,1
Reyes,surname,0,0,0,1,1,2,0.00200,1.111e-03,1.8,0.5,6.5,2,1
Jean,first,0,0,0,0,1,1,0.00100,5.559e-04,1.8,0.3,10.1,1,1
Collins,surname,0,0,0,0,2,2,0.00200,1.117e-03,1.8,0.5,6.5,1,1
Sofia,first,0,0,0,0,1,1,0.00100,5.621e-04,1.8,0.3,10.0,1,1
Alice,first,0,0,0,1,0,1,0.00100,5.630e-04,1.8,0.3,10.0,1,1
Tucker,surname,0,0,0,0,1,1,0.00100,5.673e-04,1.8,0.3,9.9,1,1
Gina,first,0,0,0,0,1,1,0.00100,5.805e-04,1.7,0.3,9.7,1,1
Kelsey,first,1,0,0,0,0,1,0.00100,5.881e-04,1.7,0.3,9.6,1,1
Evans,surname,0,2,0,0,0,2,0.00200,1.205e-03,1.7,0.5,6.0,1,1
Rose,first,0,1,0,0,0,1,0.00100,6.080e-04,1.6,0.3,9.3,1,1
Harrison,surname,0,0,0,0,1,1,0.00100,6.136e-04,1.6,0.3,9.2,1,1
Lee,first,0,0,0,0,1,1,0.00100,6.289e-04,1.6,0.3,9.0,1,1
Stevens,surname,0,0,0,0,1,1,0.00100,6.291e-04,1.6,0.3,9.0,1,1
Brenda,first,0,1,2,0,0,3,0.00300,1.891e-03,1.6,0.5,4.6,2,1
Ellis,surname,0,0,0,1,0,1,0.00100,6.403e-04,1.6,0.3,8.8,1,1
Sebastian,first,0,0,0,1,0,1,0.00100,6.541e-04,1.5,0.3,8.6,1,1
Hayes,surname,1,0,0,0,0,1,0.00100,6.581e-04,1.5,0.3,8.6,1,1
Reynolds,surname,0,0,0,0,1,1,0.00100,6.785e-04,1.5,0.3,8.3,1,1
Wesley,first,1,0,0,0,0,1,0.00100,6.826e-04,1.5,0.3,8.3,1,1
Jordan,surname,0,0,0,0,1,1,0.00100,7.061e-04,1.4,0.3,8.0,1,1
Billy,first,0,0,1,0,0,1,0.00100,7.065e-04,1.4,0.2,8.0,1,1
Owen,first,0,0,1,0,0,1,0.00100,7.134e-04,1.4,0.2,7.9,1,1
Powell,surname,0,0,0,0,1,1,0.00100,7.619e-04,1.3,0.2,7.4,1,1
Peter,first,1,0,1,0,0,2,0.00200,1.555e-03,1.3,0.4,4.7,2,1
Riley,first,1,0,0,0,0,1,0.00100,7.985e-04,1.3,0.2,7.1,1,1
Dennis,first,2,0,0,0,0,2,0.00200,1.603e-03,1.2,0.3,4.5,1,1
Bennett,surname,0,0,0,0,1,1,0.00100,8.389e-04,1.2,0.2,6.7,1,1
James,surname,0,0,0,1,0,1,0.00100,8.450e-04,1.2,0.2,6.7,1,1
Connor,first,1,0,0,0,0,1,0.00100,8.506e-04,1.2,0.2,6.6,1,1
Charlotte,first,0,0,0,1,0,1,0.00100,8.912e-04,1.1,0.2,6.3,1,1
Ramos,surname,0,0,0,1,0,1,0.00100,8.927e-04,1.1,0.2,6.3,1,1
Alexandra,first,0,0,0,0,1,1,0.00100,9.088e-04,1.1,0.2,6.2,1,1
Rodriguez,surname,1,0,0,1,2,4,0.00400,3.710e-03,1.1,0.4,2.8,3,1
Jackson,first,0,0,0,0,1,1,0.00100,9.650e-04,1.0,0.2,5.8,1,1
Morales,surname,0,0,0,0,1,1,0.00100,1.056e-03,0.9,0.2,5.3,1,1
Lucas,first,0,0,0,0,1,1,0.00100,1.059e-03,0.9,0.2,5.3,1,1
Dawn,first,0,0,1,0,0,1,0.00100,1.061e-03,0.9,0.2,5.3,1,1
Stewart,surname,0,0,0,0,1,1,0.00100,1.101e-03,0.9,0.2,5.1,1,1
Ava,first,0,0,0,0,1,1,0.00100,1.103e-03,0.9,0.2,5.1,1,1
Samuel,first,2,0,0,0,0,2,0.00200,2.315e-03,0.9,0.2,3.1,1,1
Elijah,first,0,0,0,1,0,1,0.00100,1.195e-03,0.8,0.1,4.7,1,1
Sara,first,1,0,0,0,0,1,0.00100,1.325e-03,0.8,0.1,4.3,1,1
Benjamin,first,0,0,0,0,2,2,0.00200,2.660e-03,0.8,0.2,2.7,1,1
Raymond,first,1,0,0,0,0,1,0.00100,1.345e-03,0.7,0.1,4.2,1,1
Isabella,first,0,0,0,0,1,1,0.00100,1.357e-03,0.7,0.1,4.2,1,1
Catherine,first,1,0,0,0,0,1,0.00100,1.390e-03,0.7,0.1,4.1,1,1
Green,surname,0,0,0,1,0,1,0.00100,1.458e-03,0.7,0.1,3.9,1,1
Anna,first,0,1,0,0,0,1,0.00100,1.546e-03,0.6,0.1,3.6,1,1
Daniel,first,1,0,3,0,0,4,0.00400,6.544e-03,0.6,0.2,1.6,2,1
Victoria,first,0,0,1,0,0,1,0.00100,1.732e-03,0.6,0.1,3.3,1,1
Williams,surname,0,0,0,1,2,3,0.00300,5.507e-03,0.5,0.2,1.6,2,1
George,first,0,0,0,0,1,1,0.00100,1.929e-03,0.5,0.1,2.9,1,1
Miller,surname,0,0,1,0,1,2,0.00200,3.935e-03,0.5,0.1,1.8,2,1
Sanchez,surname,0,0,0,0,1,1,0.00100,2.076e-03,0.5,0.1,2.7,1,1
David,first,4,0,1,0,0,5,0.00500,1.116e-02,0.4,0.2,1.0,2,1
Samantha,first,0,0,0,0,1,1,0.00100,2.233e-03,0.4,0.1,2.5,1,1
Edward,first,0,0,1,0,0,1,0.00100,2.238e-03,0.4,0.1,2.5,1,1
Stephen,first,0,1,0,0,0,1,0.00100,2.702e-03,0.4,0.1,2.1,1,1
Karen,first,0,0,0,0,1,1,0.00100,3.090e-03,0.3,0.1,1.8,1,1
Hernandez,surname,0,0,0,0,1,1,0.00100,3.535e-03,0.3,0.0,1.6,1,1
Michael,first,0,0,4,0,0,4,0.00400,1.510e-02,0.3,0.1,0.7,1,1
Jason,first,0,0,0,0,1,1,0.00100,3.999e-03,0.3,0.0,1.4,1,1
William,first,0,1,0,0,1,2,0.00200,8.214e-03,0.2,0.1,0.9,2,1
Kevin,first,0,0,1,0,0,1,0.00100,4.485e-03,0.2,0.0,1.3,1,1
Brown,surname,0,0,0,1,0,1,0.00100,4.869e-03,0.2,0.0,1.2,1,1
Robert,first,1,0,1,0,0,2,0.00200,9.956e-03,0.2,0.1,0.7,2,1
Mary,first,0,0,0,1,0,1,0.00100,5.217e-03,0.2,0.0,1.1,1,1
John,first,0,0,1,0,0,1,0.00100,1.060e-02,0.1,0.0,0.5,1,1
